"country","year","ger_upsec_total","ger_upsec_female","ger_upsec_male","ner_upsec_total","ner_upsec_female","ner_upsec_male","gov_exp_per_stud","gov_exp_edu","gdp_pc","unemp_int_total","unemp_int_female","unemp_int_male","unemp_total","ESL_female","ESL_male","ESL_total","comp_upsec_rural","comp_upsec_urban","comp_upsec_female","comp_upsec_male","comp_upsec_total"
"Greece",2016,"104.68488","100.3756","108.85011","92.28371","91.27503","93.25867",23.02147,4.01561069488525,17919.2426377048,26.108,32.622,21.087,23.514,5.3,7.1,6.2,0.872399985790253,0.930199980735779,0.924399971961975,0.913600027561188,0.918900012969971
"Greece",2017,"106.85869","102.93748","110.64243","93.42602","92.13975","94.6672",NA,3.47708988189697,18631.9930129293,23.844,30.339,18.967,21.413,4.9,7.1,6,0.849500000476837,0.94760000705719,0.935800015926361,0.922699987888336,0.929199993610382
"Greece",2018,"108.37138","105.01654","111.59795","95.00646","93.78621","96.18004",NA,3.59734010696411,19873.4015238771,21.605,28.196,16.753,19.179,3.6,5.7,4.7,0.874000012874603,0.953199982643127,0.951399981975555,0.929700016975403,0.940299987792969
"Hungary",1999,"87.58392","89.83985","85.42743","80.82672","81.819","79.87818",18.61814,4.56704998016357,4793.47852203763,6.697,6.252,7.013,6.929,12.7,13.3,13,NA,NA,NA,NA,NA
"Hungary",2000,"92.12301","93.90258","90.42012","83.72284","84.30123","83.16938",20.04444,4.86840009689331,4624.28165670295,6.446,5.895,6.85,6.563,13.4,14.4,13.9,NA,NA,NA,NA,NA
"Hungary",2001,"97.02185","98.77137","95.3468","86.72439","87.31122","86.16253",19.46928,4.9310097694397,5276.03318905496,5.242,4.787,5.576,5.671,12.6,13.6,13.1,NA,NA,NA,NA,NA
"Hungary",2002,"100.18552","101.92712","98.51558","88.58305","88.88532","88.29322",20.45283,5.17923021316528,6655.33300865319,5.055,4.715,5.304,5.608,11.9,12.5,12.2,NA,NA,NA,NA,NA
"Hungary",2003,"103.58954","105.00036","102.23556","89.78422","90.12963","89.45273",26.08295,5.7923002243042,8419.43087098103,5.396,5.19,5.554,5.79,11.3,12.7,12,NA,NA,NA,NA,NA
"Hungary",2004,"92.17782","92.15046","92.20409","87.63209","86.95774","88.27952",23.05623,5.32762002944946,10301.7033946743,5.374,5.694,5.134,5.832,11.5,13.6,12.6,NA,NA,NA,NA,NA
"Hungary",2005,"93.10548","92.94468","93.25985","88.65656","88.52653","88.78139",22.6056,5.3200798034668,11223.3993032598,6.926,7.641,6.387,7.189,11.3,13.7,12.5,NA,NA,NA,NA,NA
"Hungary",2006,"94.1021","94.17035","94.0366","89.18916","89.29271","89.08981",22.7505,5.28974008560181,11489.5608654088,6.942,7.849,6.264,7.494,11.3,13.7,12.5,0.798799991607666,0.871500015258789,0.852100014686584,0.826399981975555,0.839100003242493
"Hungary",2007,"95.38395","95.66261","95.11721","90.96023","91.06471","90.86021",22.86989,5.13495016098022,13940.9092761999,6.689,7.451,6.123,7.406,10.2,12.5,11.4,0.832400023937225,0.875500023365021,0.868600010871887,0.84170001745224,0.855099976062775
"Hungary",2008,"95.87946","95.39079","96.3463","91.4643","91.40603","91.51995",22.40992,4.9676399230957,15772.3300839383,7.116,7.774,6.63,7.817,11,12.4,11.7,0.817399978637695,0.879100024700165,0.873099982738495,0.831200003623962,0.851700007915497
"Hungary",2009,"96.26864","96.4723","96.07431","90.33426","90.45917","90.21508",22.1381,4.94636011123657,13077.305465178,9.405,9.432,9.386,10.03,10.8,12.2,11.5,0.816900014877319,0.892700016498566,0.878000020980835,0.840699970722198,0.859000027179718
"Hungary",2010,"96.78348","96.7145","96.84923","90.16355","90.15981","90.16712",21.2401,4.72375011444092,13217.5045951108,10.557,10.611,10.516,11.172,10.1,11.5,10.8,0.821399986743927,0.891200006008148,0.871200025081635,0.84799998998642,0.859399974346161
"Hungary",2011,"96.5138","95.83083","97.16409","88.23895","88.23227","88.2453",20.45278,4.5631799697876,14234.471576937,10.661,10.968,10.431,11.029,10.6,12.3,11.4,0.816699981689453,0.873600006103516,0.855300009250641,0.839999973773956,0.847500026226044
"Hungary",2012,"97.65407","96.7881","98.47853","88.37008","88.28751","88.4487",18.50098,4.14249992370605,12984.8365730133,10.754,10.498,10.945,11.003,11.2,12.3,11.8,0.79009997844696,0.879000008106232,0.851899981498718,0.841400027275085,0.846499979496002
"Hungary",2013,"109.09658","110.43134","107.82711","89.42057","89.33208","89.50473",16.31046,4.18921995162964,13715.0703590361,10.001,10.364,9.735,10.177,11.4,12.5,11.9,0.792900025844574,0.896200001239777,0.867900013923645,0.849399983882904,0.858500003814697
"Hungary",2014,"108.49384","109.66646","107.38029","89.12149","89.29358","88.95807",23.07045,4.60187005996704,14294.2584180751,7.379,7.829,7.049,7.725,10.3,12.5,11.4,0.803099989891052,0.908100008964539,0.883400022983551,0.855099976062775,0.868900001049042
"Hungary",2015,"106.44363","107.55824","105.38676","87.69955","87.81524","87.58987",21.17405,4.49539995193481,12717.038597002,6.401,6.881,6.047,6.813,11.2,12,11.6,0.814499974250793,0.89139997959137,0.867500007152557,0.857100009918213,0.862100005149841
"Hungary",2016,"105.30765","105.84142","104.80225","87.75197","87.59313","87.90237",23.05651,4.61547994613647,13104.6995457458,4.76,5.116,4.501,5.115,11.8,12.9,12.4,0.785300016403198,0.882600009441376,0.850499987602234,0.839999973773956,0.845000028610229
"Hungary",2017,"107.82258","108.45376","107.22551","87.80425","88.20661","87.42364",NA,4.64757013320923,14621.2395956755,3.745,4.433,3.248,4.156,13,12,12.5,0.780799984931946,0.878000020980835,0.841899991035461,0.848399996757507,0.845300018787384
"Hungary",2018,"106.57806","106.62959","106.52935","87.91525","88.2084","87.63815",NA,4.62343978881836,16425.2050299693,3.346,3.802,3.02,3.708,12.3,12.6,12.4,0.789900004863739,0.890100002288818,0.85699999332428,0.857400000095367,0.857200026512146
"Italy",1999,"84.29078","85.53699","83.10238","79.62472","81.10048","78.21744",26.66567,4.51084995269775,22049.9990620261,11.804,15.804,8.659,11.681,24.2,30.3,27.2,NA,NA,NA,NA,NA
"Italy",2000,"85.2347","82.37765","87.95444","81.64829","80.19664","83.03017",25.61669,4.29107999801636,20190.0035636084,10.639,14.41,7.663,10.834,21.7,28.5,25.1,NA,NA,NA,NA,NA
"Italy",2001,"89.1988","89.82375","88.60533","82.30153","84.29601","80.40752",28.96487,4.65009021759033,20571.4787737914,9.207,12.024,6.971,9.599,22.2,29.6,25.9,NA,NA,NA,NA,NA
"Italy",2002,"91.56184","91.29864","91.81154","84.87203","85.83215","83.96114",25.89904,4.43240976333618,22463.5222129968,8.723,11.565,6.487,9.211,20.5,27.8,24.2,NA,NA,NA,NA,NA
"Italy",2003,"92.69105","92.9832","92.41424","85.69379","87.07842","84.38183",27.12478,4.54179000854492,27618.9417740066,8.13,10.617,6.205,8.869,19.6,26.5,23,NA,NA,NA,NA,NA
"Italy",2004,"93.66389","94.15055","93.20339","87.3001","89.13263","85.56609",25.90226,4.38520002365112,31425.8208728669,7.032,8.891,5.542,7.866,19.2,27,23.1,NA,NA,NA,NA,NA
"Italy",2005,"94.61689","95.00977","94.24542","88.25358","90.18432","86.42812",25.41326,4.23829984664917,32171.793374715,6.944,8.896,5.395,7.73,18.4,25.8,22.1,NA,NA,NA,NA,NA
"Italy",2006,"96.80594","97.09139","96.536","91.4709","93.21568","89.82096",26.91962,4.52545022964478,33684.7200358552,6.19,7.883,4.862,6.777,17,23.8,20.4,0.756500005722046,0.771099984645844,0.805299997329712,0.733699977397919,0.768800020217896
"Italy",2007,"98.57883","98.71327","98.45175","90.22973","91.76504","88.77854",23.82647,4.10503005981445,38031.9709472716,5.593,7.165,4.374,6.076,16.4,22.6,19.5,0.77539998292923,0.776600003242493,0.810800015926361,0.743099987506866,0.776400029659271
"Italy",2008,"99.40551","99.47919","99.33591","93.77859","94.71769","92.89143",25.24489,4.38794994354248,41095.4063415012,6.12,7.761,4.837,6.723,16.7,22.4,19.6,0.772899985313416,0.779500007629395,0.812099993228912,0.746800005435944,0.778500020503998
"Italy",2009,"98.49183","98.71511","98.28107","93.11248","94.07834","92.2008",25.25676,4.52371978759766,37388.4537139699,7.245,8.566,6.226,7.749,16.2,21.8,19.1,0.766600012779236,0.780799984931946,0.812200009822845,0.746500015258789,0.778699994087219
"Italy",2010,"99.87242","99.88995","99.85589","94.58217","95.27363","93.93046",23.94346,4.33411979675293,36184.7118698678,7.878,9.211,6.839,8.363,15.3,21.8,18.6,0.785600006580353,0.779299974441528,0.812699973583221,0.749599993228912,0.78030002117157
"Italy",2011,"100.06924","99.79467","100.32745","90.58521","91.50088","89.72408",22.57048,4.11568021774292,38851.3881339353,7.813,9.074,6.815,8.359,14.9,20.6,17.8,0.788800001144409,0.789699971675873,0.822099983692169,0.75789999961853,0.789600014686584
"Italy",2012,"98.10172","97.95714","98.23754","89.73884","90.61415","88.91659",22.53656,4.05601978302002,35235.7989058242,10.013,11.452,8.87,10.655,14.3,20.2,17.3,0.782100021839142,0.796199977397919,0.833100020885468,0.754199981689453,0.792699992656708
"Italy",2013,"98.38668","98.53742","98.24558","92.70228","93.3075","92.13575",22.90814,4.14367008209229,35747.707952689,11.421,12.879,10.272,12.149,13.6,20,16.8,0.796500027179718,0.797100007534027,0.837400019168854,0.758300006389618,0.796899974346161
"Italy",2014,"99.34996","99.50827","99.20257","93.15772","93.84608","92.51679",22.22138,4.06127977371216,35750.7197500382,11.914,13.404,10.743,12.683,12.2,17.7,15,0.803699970245361,0.813799977302551,0.840300023555756,0.783800005912781,0.811299979686737
"Italy",2015,"100.54781","100.87047","100.24911","94.21888","95.11786","93.38665",22.90489,4.07362985610962,30387.1293187854,11.388,12.605,10.453,11.896,11.8,17.5,14.7,0.80239999294281,0.81580001115799,0.842299997806549,0.783800005912781,0.8125
"Italy",2016,"100.42354","101.01052","99.88273","94.18757","95.59449","92.8913",NA,3.81578993797302,31126.3246947273,11.078,12.814,9.739,11.688,11.3,16.1,13.8,0.821099996566772,0.819400012493134,0.849500000476837,0.791999995708466,0.819800019264221
"Italy",2017,"99.8469","100.17083","99.54727","94.74914","95.22994","94.30438",NA,4.04493999481201,32554.14668453,10.466,12.283,9.088,11.211,11.2,16.6,14,0.83380001783371,0.829800009727478,0.864700019359589,0.798600018024445,0.830699980258942
"Italy",2018,"100.14897","100.08084","100.21228","94.55902","94.92483","94.21904",NA,4.25614023208618,34746.3441392416,10.115,11.703,8.92,10.61,12.1,16.3,14.3,0.827400028705597,0.825399994850159,0.857500016689301,0.79720002412796,0.825900018215179
"Lithuania",1999,"100.7256","103.30897","98.24069","79.67113","84.51662","75.01031",NA,NA,3127.51176667183,16.312,14.438,17.767,13.388,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",2000,"97.60932","100.02424","95.27088","82.81217","86.59692","79.14727",NA,5.97302913665771,3300.63634928559,20.203,18.835,21.325,15.931,12.8,20,16.5,NA,NA,NA,NA,NA
"Lithuania",2001,"97.22923","101.26635","93.35397","91.0145","94.92872","87.25722",NA,5.84758996963501,3532.52787363242,19.434,17.825,20.879,16.84,11,19,14.9,NA,NA,NA,NA,NA
"Lithuania",2002,"99.42525","102.47073","96.48882","92.13701","95.04336","89.33472",NA,5.80007982254028,4148.13091485015,14.442,15.167,13.799,13.008,11.4,15.4,13.4,NA,NA,NA,NA,NA
"Lithuania",2003,"104.10989","105.54837","102.70181","93.98161","95.27611","92.71447",19.6426,5.11418008804321,5507.47434187652,13.739,15.208,12.317,12.874,9.1,13.6,11.4,NA,NA,NA,NA,NA
"Lithuania",2004,"95.76949","98.41566","93.22451","94.46694","96.61304","92.40291",20.67074,5.17428016662598,6734.57487061946,11.93,13.042,10.915,10.684,8.6,11.9,10.3,NA,NA,NA,NA,NA
"Lithuania",2005,"99.34972","101.94214","96.86197","96.7411","98.1918","95.34897",19.32105,4.87839984893799,7857.03148786492,9.468,10.591,8.471,8.325,5.7,11,8.4,NA,NA,NA,NA,NA
"Lithuania",2006,"106.84545","108.99243","104.7523","97.79848",NA,NA,19.49586,4.82572984695435,9210.10118229413,6.57,6.887,6.294,5.78,6,11.5,8.8,0.837100028991699,0.931599974632263,0.917200028896332,0.844799995422363,0.879400014877319
"Lithuania",2007,"108.95261","111.42669","106.55183","97.20333",NA,NA,18.97511,4.59521007537842,12295.1212779366,4.973,5.337,4.658,4.25,5.5,10.1,7.8,0.860899984836578,0.95550000667572,0.914099991321564,0.88919997215271,0.901600003242493
"Lithuania",2008,"108.70643","111.86271","105.6797","96.4025",NA,NA,21.28845,4.83990001678467,14955.5345462921,6.705,6.89,6.549,5.826,4.7,10.2,7.5,0.860499978065491,0.942099988460541,0.924399971961975,0.868099987506866,0.89630001783371
"Lithuania",2009,"106.37324","109.22784","103.65095","96.73217",NA,NA,25.74526,5.58523988723755,11854.3711053096,16.363,13.695,18.646,13.785,5.8,11.6,8.7,0.841000020503998,0.940599977970123,0.916499972343445,0.850000023841858,0.88239997625351
"Lithuania",2010,"107.53569","108.3191","106.78268","98.17221",NA,NA,21.47123,5.29786014556885,11829.122609457,21.773,19.075,24.009,17.814,6,9.8,7.9,0.820299983024597,0.969500005245209,0.914600014686584,0.856100022792816,0.884500026702881
"Lithuania",2011,"110.42309","109.69247","111.12535","97.95916","99.07786","96.88388",19.26853,5.11343002319336,14261.8433787325,19.008,17.852,19.949,15.39,4.6,10,7.4,0.821200013160706,0.947000026702881,0.908999979496002,0.850199997425079,0.879299998283386
"Lithuania",2012,"113.1024","110.51829","115.56625","96.39446","96.96621","95.84932",18.51143,4.75802993774414,14294.7178607152,16.418,15.789,16.923,13.365,4.6,8.1,6.5,0.870999991893768,0.945100009441376,0.938399970531464,0.883199989795685,0.910099983215332
"Lithuania",2013,"120.41834","117.14456","123.53699","96.33256","96.92978","95.76365",18.30123,4.60233020782471,15655.3513307327,14.344,13.571,14.954,11.77,4.7,7.8,6.3,0.9064000248909,0.933300018310547,0.943499982357025,0.900200009346008,0.921400010585785
"Lithuania",2014,"119.32603","116.61245","121.91301","96.43409","97.01864","95.87682",18.28679,4.48657989501953,16473.5678231709,13.46,12.099,14.561,10.698,4.6,7,5.9,0.912899971008301,0.932699978351593,0.931299984455109,0.916599988937378,0.923699975013733
"Lithuania",2015,"116.85382","113.95107","119.62776","96.49489","97.1706","95.84917",17.42974,4.2271900177002,14300.2553666736,11.67,11.163,12.078,9.12,4,6.9,5.5,0.87169998884201,0.948599994182587,0.938000023365021,0.887199997901917,0.913299977779388
"Lithuania",2016,"114.047","110.56606","117.31999","96.19526","96.867","95.56364",17.89823,4.004310131073,14981.6208126311,10.377,9.868,10.775,7.862,3.6,6,4.8,0.915199995040894,0.96780002117157,0.959699988365173,0.926599979400635,0.942799985408783
"Lithuania",2017,"114.88793","111.895","117.69226","96.83717","97.64619","96.07914",NA,3.81220006942749,16884.7100319318,9.314,8.272,10.13,7.073,3.8,7,5.4,0.887499988079071,0.944999992847443,0.941200017929077,0.90149998664856,0.921500027179718
"Lithuania",2018,"113.52711","110.38231","116.49465","97.01897","97.88742","96.19948",NA,3.89289999008179,19368.5391045353,7.994,7.913,8.058,6.147,3,6.1,4.6,0.925999999046326,0.959699988365173,0.967499971389771,0.92960000038147,0.947499990463257
"Poland",1999,"98.72061","98.53044","98.90215","88.15255","90.3178","86.08558",NA,4.59181976318359,4415.50067547826,12.683,14.283,11.361,12.29,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2000,"100.68164","99.97361","101.35701","86.73671","89.61897","83.98743",NA,4.9839301109314,4520.64100449111,15.75,18.464,13.552,14.928,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2001,"103.59159","102.43088","104.69818","91.03837","92.83206","89.32832",NA,5.31902980804443,5015.23790036613,19.651,22.135,17.63,18.435,5.9,9,7.4,NA,NA,NA,NA,NA
"Poland",2002,"109.96951","107.68274","112.15037","91.09594","93.05902","89.22378",19.81825,5.38735008239746,5223.45178967082,21.506,23.396,19.987,20.211,5.6,8.9,7.2,NA,NA,NA,NA,NA
"Poland",2003,"112.07016","109.23444","114.77521","91.39027","92.94056","89.91142",19.68689,5.32449007034302,5720.81366178104,21.36,23.29,19.828,19.899,4.4,7.6,6,NA,NA,NA,NA,NA
"Poland",2004,"96.19416","98.33323","94.15368","87.47554","89.80114","85.25714",21.37206,5.35557985305786,6711.72715262967,20.262,22.269,18.694,18.822,3.9,7.3,5.6,NA,NA,NA,NA,NA
"Poland",2005,"99.59094","100.02481","99.1773","90.99896","91.65725","90.37135",22.0079,5.42574977874756,8043.92332253757,18.945,21.639,16.89,17.592,3.7,6.8,5.3,NA,NA,NA,NA,NA
"Poland",2006,"98.59977","98.25111","98.93187","91.34537","92.00581","90.71631",22.87955,5.20765018463135,9068.85528307627,14.844,16.936,13.267,13.794,3.9,6.9,5.4,0.920899987220764,0.947200000286102,0.956200003623962,0.915199995040894,0.935500025749207
"Poland",2007,"98.87337","98.7667","98.9749","91.81928","92.59985","91.07628",21.77817,4.86874008178711,11272.5293683383,10.235,11.571,9.238,9.551,3.8,6.2,5,0.908900022506714,0.94870001077652,0.945999979972839,0.916299998760223,0.931299984455109
"Poland",2008,"98.53538","98.81435","98.26996","91.73397","92.70626","90.8089",22.70049,5.04239988327026,14048.5604672654,7.488,8.928,6.425,7.069,3.9,6.1,5,0.918200016021729,0.935000002384186,0.941100001335144,0.913399994373322,0.927500009536743
"Poland",2009,"97.42998","97.87313","97.00854","91.04195","92.25124","89.89193",23.74239,4.98976993560791,11556.3026866026,8.673,9.683,7.941,8.131,3.9,6.6,5.3,0.905399978160858,0.938700020313263,0.942300021648407,0.905600011348724,0.923600018024445
"Poland",2010,"96.40827","96.75204","96.08159","89.33749","90.35165","88.37376",24.09019,5.10705995559692,12567.7317676382,10.435,11.51,9.674,9.578,3.5,7.2,5.4,0.903599977493286,0.939100027084351,0.947300016880035,0.900200009346008,0.923200011253357
"Poland",2011,"96.01844","96.41424","95.64275","88.50898","89.70495","87.3738",23.31435,4.8610200881958,13867.6669408192,10.369,11.954,9.267,9.576,3.7,7.4,5.6,0.894400000572205,0.928799986839294,0.940199971199036,0.888499975204468,0.913699984550476
"Poland",2012,"95.78412","96.05954","95.52219","87.93999","89.04758","86.88664",22.38784,4.86159992218018,13087.420943321,10.916,12.708,9.674,10.031,3.5,7.8,5.7,0.897300004959106,0.921700000762939,0.944000005722046,0.880100011825562,0.911300003528595
"Poland",2013,"114.91352","112.98249","116.75332","90.50284","91.12176","89.91316",22.88532,5.021240234375,13621.9023794031,11.361,13.113,10.164,10.293,3.2,7.9,5.6,0.904299974441528,0.921800017356873,0.950399994850159,0.879999995231628,0.914099991321564
"Poland",2014,"113.4435","111.24662","115.53978","90.74803","91.06817","90.44255",22.73332,4.9665699005127,14262.2841914116,10.066,11.618,9.02,8.971,3.3,7.3,5.4,0.912299990653992,0.92629998922348,0.950800001621246,0.890999972820282,0.920000016689301
"Poland",2015,"114.41209","112.12725","116.59583","92.97275","93.35357","92.60877",22.34623,4.81700992584229,12637.5220324406,7.394,8.102,6.743,7.475,3.2,7.2,5.3,0.91839998960495,0.934599995613098,0.950100004673004,0.905900001525879,0.927200019359589
"Poland",2016,"114.55096","112.3703","116.63824","93.70571","93.91604","93.5044",22.56102,4.6591100692749,12464.0110508476,5.929,6.538,5.372,6.141,3.9,6.4,5.2,0.919399976730347,0.928699970245361,0.940999984741211,0.908200025558472,0.924300014972687
"Poland",2017,"115.76754","113.20781","118.22459","94.85757","94.91077","94.8065",NA,4.57464981079102,13913.3402919927,4.714,5.371,4.121,4.867,3.9,6,5,0.922500014305115,0.925999999046326,0.938799977302551,0.910600006580353,0.924300014972687
"Poland",2018,"116.97133","114.2514","119.58969","96.39751","96.44487","96.35192",NA,4.60506010055542,15658.2120316794,3.784,4.49,3.169,3.835,3.7,5.8,4.8,0.923200011253357,0.930800020694733,0.94870001077652,0.907700002193451,0.927200019359589
"Portugal",1999,"94.25479","101.03053","87.73813","80.8956","86.7689","75.24687",26.39854,5.0468602180481,12475.2917701476,5.988,7.278,4.784,4.579,38.9,50.8,44.9,NA,NA,NA,NA,NA
"Portugal",2000,"96.60148","101.96452","91.45061","85.8871","91.18347","80.80026",27.45393,5.16384983062744,11526.3720667968,4.751,6.591,2.904,3.806,36.5,50.9,43.7,NA,NA,NA,NA,NA
"Portugal",2001,"98.16997","103.7596","92.80883","80.06312","81.8807","78.31983",28.86026,5.33713006973267,11734.7649743954,4.387,5.351,3.462,3.829,37,51.6,44.3,NA,NA,NA,NA,NA
"Portugal",2002,"100.59867","105.23223","96.16079","78.81887","80.1852","77.51024",28.96929,5.25871992111206,12936.6928204482,5.306,6.053,4.583,4.497,37.3,52.7,45,NA,NA,NA,NA,NA
"Portugal",2003,"98.43222","106.36351","90.84602","78.55837","82.29482","74.98449",29.5211,5.28152990341187,15797.7821340276,6.669,7.965,5.341,6.132,33.6,48.7,41.2,NA,NA,NA,NA,NA
"Portugal",2004,"83.48493","90.83559","76.46032",NA,NA,NA,32.70983,5.04638004302979,18064.1580932987,6.378,7.181,5.582,6.319,30.9,47.6,39.3,NA,NA,NA,NA,NA
"Portugal",2005,"86.97307","94.75011","79.54027","81.26724","84.98853","77.71067",32.41884,5.07394981384277,18780.12751241,7.974,9.257,6.674,7.582,30.2,46.2,38.3,NA,NA,NA,NA,NA
"Portugal",2006,"82.12587","89.87428","74.71028","82.2939","85.24238","79.47205",31.53999,4.90767002105713,19839.4540499032,8.403,9.162,7.619,7.649,30.7,46.1,38.5,0.48769998550415,0.482699990272522,0.572499990463257,0.393099993467331,0.483900010585785
"Portugal",2007,"86.50157","93.83273","79.4868",NA,NA,NA,30.14913,4.92147016525269,22811.0564844365,8.11,9.304,6.889,7.965,30,42.8,36.5,0.512799978256226,0.523599982261658,0.588599979877472,0.453500002622604,0.521200001239777
"Portugal",2008,"89.53137","96.82735","82.55823",NA,NA,NA,30.21151,4.69609022140503,24949.0413566739,7.757,9.246,6.288,7.553,28.2,41.4,34.9,0.536300003528595,0.535899996757507,0.625999987125397,0.44650000333786,0.53600001335144
"Portugal",2009,"97.50387","103.45434","91.8272",NA,NA,NA,37.1795,5.56314992904663,23151.2154130712,9.635,11.244,8.009,9.432,25.8,35.8,30.9,0.554700016975403,0.546000003814697,0.593299984931946,0.503400027751923,0.547800004482269
"Portugal",2010,"100.77442","105.18492","96.57386",NA,NA,NA,34.8872,5.41248989105225,22551.935098809,11.364,13.344,9.321,10.771,24,32.4,28.3,0.55460000038147,0.6007000207901,0.626699984073639,0.5557000041008,0.590499997138977
"Portugal",2011,"101.05921","104.6361","97.65348",NA,NA,NA,32.56221,5.12333011627197,23246.5425416481,13.398,14.5,12.233,12.682,17.6,28,22.8,0.664200007915497,0.638000011444092,0.710200011730194,0.577499985694885,0.644900023937225
"Portugal",2012,"103.10681","105.18719","101.09812",NA,NA,NA,27.56725,4.94940996170044,20593.4274224109,17.636,18.785,16.372,15.531,14.1,26.7,20.5,0.685599982738495,0.67739999294281,0.767799973487854,0.593200027942657,0.679499983787537
"Portugal",2013,"118.76639","119.26864","118.27548","97.08693","96.36131","97.79617",30.61593,5.2709698677063,21676.4859642714,17.393,19.118,15.555,16.188,14.3,23.1,18.7,0.700500011444092,0.692799985408783,0.773599982261658,0.61760002374649,0.694700002670288
"Portugal",2014,"115.55861","115.01761","116.09204","98.72544",NA,NA,29.07866,5.12400007247925,22120.6850127107,15.267,16.808,13.688,13.897,14.1,20.5,17.3,0.708000004291534,0.711899995803833,0.770399987697601,0.651799976825714,0.710900008678436
"Portugal",2015,"118.90992","117.70894","120.09833","98.67213",NA,NA,27.69333,4.88554000854492,19215.7813014347,13.941,15.508,12.391,12.447,11,16,13.5,0.731199979782104,0.77130001783371,0.82260000705719,0.700600028038025,0.761099994182587
"Portugal",2016,"119.31896","118.02804","120.59288","98.4505",NA,NA,NA,4.7709059715271,19980.2808866516,12.25,13.441,11.09,11.068,10.6,17.2,13.9,0.759400010108948,0.772700011730194,0.817300021648407,0.723399996757507,0.769500017166138
"Portugal",2017,"122.95321","122.17346","123.71671","98.72714",NA,NA,NA,5.0156102180481,21442.3842768879,9.916,10.537,9.302,8.869,9.8,15.2,12.6,0.74889999628067,0.785600006580353,0.817600011825562,0.73580002784729,0.776799976825714
"Portugal",2018,"124.54389","125.29367","123.81701","99.20935",NA,NA,NA,4.67515993118286,23541.1401075289,8.234,8.636,7.839,6.994,8.7,14.4,11.6,0.775600016117096,0.814400017261505,0.843299984931946,0.768700003623962,0.80510002374649
"Romania",1999,"67.9202","69.52328","66.39385",NA,NA,NA,NA,NA,1599.90622808339,8.459,8.316,8.568,6.239,20,23,21.5,NA,NA,NA,NA,NA
"Romania",2000,"67.94984","69.64922","66.33249",NA,NA,NA,NA,2.86862993240356,1659.92904910528,9.426,9.496,9.372,6.969,22,23.8,22.9,NA,NA,NA,NA,NA
"Romania",2001,"69.19768","70.8469","67.6289",NA,NA,NA,NA,3.26628994941711,1825.19299373184,8.572,8.888,8.334,6.561,21.4,22.1,21.7,NA,NA,NA,NA,NA
"Romania",2002,"71.63814","73.69784","69.67732",NA,NA,NA,NA,3.5041298866272,2119.85509684554,9.977,10.478,9.603,8.112,22.1,23.9,23,NA,NA,NA,NA,NA
"Romania",2003,"73.24993","75.31027","71.28758",NA,NA,NA,13.8321,3.54397010803223,2679.40626016154,8.174,8.349,8.047,6.95,21.5,23.6,22.5,NA,NA,NA,NA,NA
"Romania",2004,"73.17146","75.02095","71.40995",NA,NA,NA,14.68813,3.31273007392883,3494.99056448955,8.322,7.254,9.117,7.719,21.1,23.7,22.4,NA,NA,NA,NA,NA
"Romania",2005,"74.45232","76.35711","72.63874",NA,NA,NA,15.81047,3.50039005279541,4618.00350802913,8.049,7.683,8.316,7.174,19.1,20.1,19.6,NA,NA,NA,NA,NA
