Country Name,Country Code,Series,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Germany,DEU,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,100.50201,101.68619,100.3913,99.90293,98.49858,97.97315,99.09111,102.91692,102.92035,106.94489,103.84215,107.49109,109.75351,106.95603,103.51681,102.68871,101.52296,100.76054,98.19791,96.06027,..,..,..,..,..,..
Germany,DEU,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,96.23252,98.46654,97.41984,96.82166,95.06099,94.66437,95.9074,99.2665,99.76476,103.26176,96.82546,100.78923,102.99927,100.16123,97.62943,97.00045,95.96579,95.30482,92.6905,90.03892,..,..,..,..,..,..
Germany,DEU,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,104.59743,104.77159,103.23592,102.85982,101.80104,101.14932,102.13985,106.40245,105.93063,110.45911,110.53994,113.8886,116.19842,113.41204,109.08836,108.0523,106.74539,105.87135,103.33028,101.64212,..,..,..,..,..,..
Germany,DEU,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,..,..,..,91.66946,90.6797,90.49625,92.30623,93.30908,94.0161,94.08061,92.28573,91.94564,94.18398,89.41228,88.7355,89.09322,88.62628,87.87032,88.50902,86.12195,..,..,..,..,..,..
Germany,DEU,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,..,..,..,91.00041,90.07949,89.72355,91.55127,92.88957,93.8038,93.87312,92.49356,92.25542,94.49753,88.88479,88.12245,88.43799,88.13204,86.77605,86.56898,84.38135,..,..,..,..,..,..
Germany,DEU,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,..,..,..,92.3115,91.25631,91.23799,93.02918,93.70963,94.21863,94.27858,92.08734,91.64992,93.88479,89.91347,89.31566,89.71105,89.09076,88.89542,90.31695,87.7355,..,..,..,..,..,..
Germany,DEU,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,..,..,..,3.01329,3.32543,3.36017,3.19194,3.50365,4.00838,3.69813,4.13953,4.48523,4.19906,5.02423,5.93376,6.57312,7.03476,7.29854,7.12175,7.93523,..,..,..,..,..,..
Germany,DEU,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,..,..,..,8.33054,9.3203,9.50375,7.69377,6.69092,5.9839,5.91939,7.71427,8.05436,5.81602,10.58772,11.2645,10.90678,11.37372,12.12968,11.49098,13.87805,..,..,..,..,..,..
Germany,DEU,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,393401,372288,382350,406346,372802,366968,380818,368257,340129,..,..,364053,362337,370357,371024,353054,341987,340810,344163,344893,..,..,..,..,..,..
Greece,GRC,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,197782,190114,193052,200493,183646,178835,181796,175789,162182,..,..,173192,173402,177437,178705,167325,159950,160613,162809,163851,..,..,..,..,..,..
Greece,GRC,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,195619,182174,189298,205853,189156,188133,199022,192468,177947,..,..,190861,188935,192920,192319,185729,182037,180197,181354,181042,..,..,..,..,..,..
Greece,GRC,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,84.60309,81.96439,87.33699,96.80229,93.28539,96.46999,104.34885,103.4924,96.23714,..,..,106.94293,107.56212,111.63872,112.62605,107.43762,104.34259,104.68488,106.85869,108.37138,..,..,..,..,..,..
Greece,GRC,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,88.74441,87.38222,92.03251,99.27362,95.04552,96.72089,101.95845,100.68964,93.98749,..,..,106.18957,107.6924,111.09115,111.77026,104.19067,99.40648,100.3756,102.93748,105.01654,..,..,..,..,..,..
Greece,GRC,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,80.79123,76.98328,83.01743,94.51079,91.6378,96.2327,106.63245,106.19217,98.38338,..,..,107.63587,107.44283,112.14714,113.43309,110.54113,109.10284,108.85011,110.64243,111.59795,..,..,..,..,..,..
Greece,GRC,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,74.85785,74.35553,75.59064,79.7248,77.70746,81.42041,92.74196,92.90167,87.30293,..,..,96.20202,..,..,95.01412,92.42696,91.70964,92.28371,93.42602,95.00646,..,..,..,..,..,..
Greece,GRC,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,78.38352,78.3036,79.11806,81.87512,79.72922,82.71804,93.35741,92.36017,87.61627,..,..,97.26604,..,..,95.39109,92.49541,90.81818,91.27503,92.13975,93.78621,..,..,..,..,..,..
Greece,GRC,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,71.61265,70.7257,72.34565,77.73095,75.81498,80.19315,92.15401,93.42327,87.004,..,..,95.22335,..,..,94.65861,92.36153,92.56933,93.25867,94.6672,96.18004,..,..,..,..,..,..
Greece,GRC,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,18.82066,18.79199,16.48832,13.33709,13.7421,12.1084,5.60336,5.76141,9.15757,..,..,2.85615,..,..,5.20973,7.24371,5.96849,6.004,5.13142,4.48112,..,..,..,..,..,..
Greece,GRC,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,25.14215,25.64447,24.40936,20.2752,22.29254,18.57959,7.25804,7.09833,12.69707,..,..,3.79798,..,..,4.98588,7.57304,8.29036,7.71629,6.57398,4.99354,..,..,..,..,..,..
Greece,GRC,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,499513,494976,502254,509784,525777,468338,471542,473773,474642,476426,481426,486306,481738,470968,500438,471205,441327,422270,424863,416814,..,..,..,..,..,..
Hungary,HUN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,250416,246714,250097,253876,260991,229333,230566,232161,232816,231585,235568,237172,233304,227664,246930,231995,217045,206413,207741,202641,..,..,..,..,..,..
Hungary,HUN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,249097,248262,252157,255908,264786,239005,240976,241612,241826,244841,245858,249134,248434,243304,253508,239210,224282,215857,217122,214173,..,..,..,..,..,..
Hungary,HUN,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,87.58392,92.12301,97.02185,100.18552,103.58954,92.17782,93.10548,94.1021,95.38395,95.87946,96.26864,96.78348,96.5138,97.65407,109.09658,108.49384,106.44363,105.30765,107.82258,106.57806,..,..,..,..,..,..
Hungary,HUN,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,89.83985,93.90258,98.77137,101.92712,105.00036,92.15046,92.94468,94.17035,95.66261,95.39079,96.4723,96.7145,95.83083,96.7881,110.43134,109.66646,107.55824,105.84142,108.45376,106.62959,..,..,..,..,..,..
Hungary,HUN,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,85.42743,90.42012,95.3468,98.51558,102.23556,92.20409,93.25985,94.0366,95.11721,96.3463,96.07431,96.84923,97.16409,98.47853,107.82711,107.38029,105.38676,104.80225,107.22551,106.52935,..,..,..,..,..,..
Hungary,HUN,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,80.82672,83.72284,86.72439,88.58305,89.78422,87.63209,88.65656,89.18916,90.96023,91.4643,90.33426,90.16355,88.23895,88.37008,89.42057,89.12149,87.69955,87.75197,87.80425,87.91525,..,..,..,..,..,..
Hungary,HUN,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,81.819,84.30123,87.31122,88.88532,90.12963,86.95774,88.52653,89.29271,91.06471,91.40603,90.45917,90.15981,88.23227,88.28751,89.33208,89.29358,87.81524,87.59313,88.20661,88.2084,..,..,..,..,..,..
Hungary,HUN,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,79.87818,83.16938,86.16253,88.29322,89.45273,88.27952,88.78139,89.08981,90.86021,91.51995,90.21508,90.16712,88.2453,88.4487,89.50473,88.95807,87.58987,87.90237,87.42364,87.63815,..,..,..,..,..,..
Hungary,HUN,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,10.95741,9.52874,7.51701,5.98941,5.23636,6.68546,5.78826,5.62157,5.76671,5.94555,6.98191,7.46323,8.37548,7.94034,7.12527,7.07558,7.80695,8.01753,7.91731,7.64864,..,..,..,..,..,..
Hungary,HUN,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,19.17328,16.27716,13.27561,11.41695,10.21578,12.36791,11.34344,10.81084,9.03977,8.5357,9.66574,9.83645,11.76105,11.62992,10.57943,10.87851,12.30045,12.24803,12.19575,12.08475,..,..,..,..,..,..
Hungary,HUN,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,2627346,2590615,2657003,2685592,2690469,2700698,2715164,2767341,2823132,2847785,2817537,2848592,2842838,2780343,2780440,2801670,2833176,2829860,2830490,2854562,..,..,..,..,..,..
Italy,ITA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1301435,1221065,1303242,1303719,1313105,1319873,1325011,1348982,1373685,1384417,1371221,1382393,1374009,1344735,1346367,1353007,1366340,1364940,1364533,1374128,..,..,..,..,..,..
Italy,ITA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1325911,1369550,1353761,1381873,1377364,1380825,1390153,1418359,1449447,1463368,1446316,1466199,1468829,1435608,1434073,1448663,1466836,1464920,1465957,1480434,..,..,..,..,..,..
Italy,ITA,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,84.29078,85.2347,89.1988,91.56184,92.69105,93.66389,94.61689,96.80594,98.57883,99.40551,98.49183,99.87242,100.06924,98.10172,98.38668,99.34996,100.54781,100.42354,99.8469,100.14897,..,..,..,..,..,..
Italy,ITA,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,85.53699,82.37765,89.82375,91.29864,92.9832,94.15055,95.00977,97.09139,98.71327,99.47919,98.71511,99.88995,99.79467,97.95714,98.53742,99.50827,100.87047,101.01052,100.17083,100.08084,..,..,..,..,..,..
Italy,ITA,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,83.10238,87.95444,88.60533,91.81154,92.41424,93.20339,94.24542,96.536,98.45175,99.33591,98.28107,99.85589,100.32745,98.23754,98.24558,99.20257,100.24911,99.88273,99.54727,100.21228,..,..,..,..,..,..
Italy,ITA,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,79.62472,81.64829,82.30153,84.87203,85.69379,87.3001,88.25358,91.4709,90.22973,93.77859,93.11248,94.58217,90.58521,89.73884,92.70228,93.15772,94.21888,94.18757,94.74914,94.55902,..,..,..,..,..,..
Italy,ITA,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,81.10048,80.19664,84.29601,85.83215,87.07842,89.13263,90.18432,93.21568,91.76504,94.71769,94.07834,95.27363,91.50088,90.61415,93.3075,93.84608,95.11786,95.59449,95.22994,94.92483,..,..,..,..,..,..
Italy,ITA,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,78.21744,83.03017,80.40752,83.96114,84.38183,85.56609,86.42812,89.82096,88.77854,92.89143,92.2008,93.93046,89.72408,88.91659,92.13575,92.51679,93.38665,92.8913,94.30438,94.21904,..,..,..,..,..,..
Italy,ITA,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,13.6105,11.90577,11.36502,9.77737,9.14374,8.1311,7.57763,5.5852,6.37592,4.09984,4.53838,3.58271,6.1057,6.56406,4.6344,4.37076,3.77241,4.01167,3.8992,4.16664,..,..,..,..,..,..
Italy,ITA,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,20.37528,18.35171,17.69847,15.12797,14.30621,12.6999,11.74642,8.5291,9.77027,6.22141,6.88752,5.41783,9.41479,10.26116,7.29772,6.84228,5.78112,5.81243,5.25086,5.44098,..,..,..,..,..,..
Italy,ITA,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,100642,98235,100957,106734,112320,103817,106029,106698,104065,103969,104166,105314,101396,92727,91247,86435,80545,75417,73557,68626,..,..,..,..,..,..
Lithuania,LTU,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,50609,49523,51499,53999,56328,52303,53277,53730,52414,52373,52212,51991,49366,44225,43306,41226,38381,35432,34655,32395,..,..,..,..,..,..
Lithuania,LTU,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,50033,48712,49458,52735,55992,51514,52752,52968,51651,51596,51954,53323,52030,48502,47941,45209,42164,39985,38902,36231,..,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,100.7256,97.60932,97.22923,99.42525,104.10989,95.76949,99.34972,106.84545,108.95261,108.70643,106.37324,107.53569,110.42309,113.1024,120.41834,119.32603,116.85382,114.047,114.88793,113.52711,..,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,103.30897,100.02424,101.26635,102.47073,105.54837,98.41566,101.94214,108.99243,111.42669,111.86271,109.22784,108.3191,109.69247,110.51829,117.14456,116.61245,113.95107,110.56606,111.895,110.38231,..,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,98.24069,95.27088,93.35397,96.48882,102.70181,93.22451,96.86197,104.7523,106.55183,105.6797,103.65095,106.78268,111.12535,115.56625,123.53699,121.91301,119.62776,117.31999,117.69226,116.49465,..,..,..,..,..,..
Lithuania,LTU,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,79.67113,82.81217,91.0145,92.13701,93.98161,94.46694,96.7411,97.79848,97.20333,96.4025,96.73217,98.17221,97.95916,96.39446,96.33256,96.43409,96.49489,96.19526,96.83717,97.01897,..,..,..,..,..,..
Lithuania,LTU,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,84.51662,86.59692,94.92872,95.04336,95.27611,96.61304,98.1918,..,..,..,..,..,99.07786,96.96621,96.92978,97.01864,97.1706,96.867,97.64619,97.88742,..,..,..,..,..,..
Lithuania,LTU,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,75.01031,79.14727,87.25722,89.33472,92.71447,92.40291,95.34897,..,..,..,..,..,96.88388,95.84932,95.76365,95.87682,95.84917,95.56364,96.07914,96.19948,..,..,..,..,..,..
Lithuania,LTU,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,5.09448,4.13801,2.24421,2.3198,1.79812,1.50038,0.98176,0.59459,0.83967,1.10748,1.33081,1.1138,0.77873,1.13576,1.03822,1.10362,1.05193,1.1179,0.90889,0.94707,..,..,..,..,..,..
Lithuania,LTU,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,20.32887,17.18783,8.9855,7.86299,6.01839,5.53306,3.2589,2.20152,2.79667,3.5975,3.26783,1.82779,2.04084,3.60554,3.66744,3.56591,3.50511,3.80474,3.16283,2.98103,..,..,..,..,..,..
Lithuania,LTU,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,..,..,..,..,1614,1538,1526,1570,1464,1450,1370,1503,1550,1541,..,1780,1786,1729,1706,1560,..,..,..,..,..,..
Liechtenstein,LIE,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..,..,..,..,661,605,634,634,600,601,592,625,640,643,..,717,731,711,717,671.5,..,..,..,..,..,..
Liechtenstein,LIE,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..,..,..,..,953,933,892,936,864,849,778,878,910,898,..,1063,1055,1018,989,888.5,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,..,..,..,..,131.21951,124.73642,121.30366,121.70543,112.52882,111.36713,107.28269,116.69255,123.60447,117.99387,..,133.83459,138.55702,135.28951,137.3591,127.65957,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,..,..,..,..,107.83034,98.85621,102.92208,105.49085,95.69378,95.09494,90.79755,96.15385,100.7874,100.62598,..,108.96657,110.92564,106.43713,111.85647,110.44408,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,..,..,..,..,154.45705,150.24155,138.94081,135.84906,128.18991,126.71642,124.48,137.61755,147.01131,134.63268,..,158.18452,167.46032,166.88525,164.55907,144.70684,..,..,..,..,..,..
Liechtenstein,LIE,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,..,..,..,..,..,87.85121,..,..,..,90.16897,88.99388,90.53321,88.13562,91.32426,..,87.89474,86.62171,86.70094,87.27858,84.28805,..,..,..,..,..,..
Liechtenstein,LIE,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,..,..,..,..,..,..,..,..,..,82.59494,..,..,..,..,..,..,..,..,77.3791,78.28947,..,..,..,..,..,..
Liechtenstein,LIE,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,..,..,..,..,..,..,..,..,..,97.31343,..,..,..,..,..,..,..,..,97.83694,90.22801,..,..,..,..,..,..
Liechtenstein,LIE,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,..,..,..,..,9.71983,7.77646,..,..,..,7.29829,7.48564,7.38052,8.0696,6.91496,..,7.3337,8.37192,8.58021,12.66352,9.17997,..,..,..,..,..,..
Liechtenstein,LIE,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,..,..,..,..,..,12.14879,..,..,..,9.83103,11.00612,9.46679,11.86438,8.67574,..,12.10526,13.37829,13.29906,12.72142,15.71195,..,..,..,..,..,..
Liechtenstein,LIE,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,16662,17093,17499,17666,17874,18006,18239,18834,19491,19949,..,21486,22116,22822,24409,24903,25367,25953,26085,26294,..,..,..,..,..,..
Luxembourg,LUX,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,8389,8673,8879,8953,9038,9219,9361,9593,9856,10046,..,10711,11058,11407,12115,12322,12714,13120,13205,13236,..,..,..,..,..,..
Luxembourg,LUX,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,8273,8420,8620,8713,8836,8787,8878,9241,9635,9903,..,10775,11058,11415,12294,12581,12653,12833,12880,13058,..,..,..,..,..,..
Luxembourg,LUX,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,88.50056,89.32379,90.21963,89.21321,88.56407,87.52248,86.81104,87.52672,88.11483,87.84236,..,90.31906,91.32051,90.77963,94.31972,94.16191,94.57182,96.16853,95.33643,95.49301,..,..,..,..,..,..
Luxembourg,LUX,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,91.32375,93.028,94.03728,92.92164,91.81227,91.49464,90.62833,90.50854,90.49674,90.09057,..,92.28052,93.78339,93.32406,96.2654,95.69742,97.26132,99.7112,99.17386,98.99035,..,..,..,..,..,..
Luxembourg,LUX,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,85.8106,85.80454,86.59835,85.69883,85.47108,83.70963,83.11956,84.63229,85.80461,85.6735,..,88.45017,88.98366,88.37191,92.47781,92.70503,92.01513,92.79774,91.6987,92.19147,..,..,..,..,..,..
Luxembourg,LUX,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,82.13736,81.9189,82.77995,82.11292,81.96908,81.466,79.81913,81.41556,81.64557,82.46587,..,84.29947,83.55356,83.25776,83.45377,81.96393,81.35182,82.18401,81.13373,80.60287,..,..,..,..,..,..
Luxembourg,LUX,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,85.086,84.88684,86.15759,84.68085,84.39659,84.96427,83.30913,84.19662,83.24304,83.62479,..,85.41397,85.94691,85.72364,84.89472,83.58962,83.23133,84.00213,83.86031,83.17254,..,..,..,..,..,..
Luxembourg,LUX,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,79.32787,79.09915,79.57605,79.67935,79.65757,78.10803,76.44415,78.716,80.09618,81.34787,..,83.23756,81.28269,80.92436,82.08966,80.42149,79.56512,80.45412,78.54905,78.17707,..,..,..,..,..,..
Luxembourg,LUX,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,12.9441,12.51397,15.59561,16.26368,16.05437,16.48816,13.27532,12.35326,12.05387,11.23498,..,9.66329,10.42583,10.976,11.63602,12.27978,12.94793,12.55757,13.46778,13.19669,..,..,..,..,..,..
Luxembourg,LUX,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,17.86264,18.0811,17.22005,17.88708,18.03092,18.534,20.18087,18.58444,18.35443,17.53413,..,15.70053,16.44644,16.74224,16.54623,18.03607,18.64818,17.81599,18.86627,19.39713,..,..,..,..,..,..
Luxembourg,LUX,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,94851,81869,88291,94938,102623,111543,114020,114050,113199,107552,105288,99899,96131,92430,88273,78988,70955,66357,67533,66049,64721,..,..,..,..,..
Moldova,MDA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,47456,42385,45134,48757,53169,58548,60323,59661,59033,55839,54339,51509,49024,47021,44488,39747,35258,32828,32682,31893,31321,..,..,..,..,..
Moldova,MDA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,47395,39484,43157,46181,49454,52995,53697,54389,54166,51713,50949,48390,47107,45409,43785,39241,35697,33529,34851,34156,33400,..,..,..,..,..
Moldova,MDA,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,70.74526,58.13073,60.26443,65.25352,69.07756,75.54145,78.95138,81.93541,84.43717,84.42006,87.17121,86.25069,86.96018,89.59781,91.77323,87.92368,84.58907,83.07502,87.51199,87.78092,88.03662,..,..,..,..,..
Moldova,MDA,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,68.4455,60.85689,62.38459,68.0555,72.57378,80.6313,84.83412,87.08999,89.7049,89.05742,91.55841,90.74717,90.38681,92.95076,94.44633,90.40395,86.03079,84.39508,87.07769,87.36372,87.91119,..,..,..,..,..
Moldova,MDA,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,73.20822,55.46362,58.19601,62.53521,65.67596,70.61669,73.24549,76.94016,79.35829,79.92612,82.9329,81.92947,83.65952,86.37159,89.20786,85.54642,83.21173,81.82195,87.92321,88.1741,88.15456,..,..,..,..,..
Moldova,MDA,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,..,41.34241,51.61222,54.64049,58.03032,62.47545,66.01462,68.20719,66.46427,76.71839,66.33881,66.42492,65.50214,65.66726,64.98971,62.23828,60.7079,60.17577,64.87754,64.51896,64.67844,..,..,..,..,..
Moldova,MDA,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,..,40.3176,51.09609,56.23438,58.27578,63.24024,70.38126,72.09693,70.885,81.77193,69.51928,69.45966,67.45824,67.65572,66.81174,63.62871,61.58163,61.14967,65.36555,64.39215,65.22398,..,..,..,..,..
Moldova,MDA,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,..,42.34503,52.11575,53.09419,57.7915,61.73547,61.77927,64.43769,62.20204,71.82115,63.26627,63.50846,63.61796,63.75395,63.24111,60.90558,59.87319,59.25131,64.41546,64.63846,64.16543,..,..,..,..,..
Moldova,MDA,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,..,19.96921,17.90726,17.54241,16.64388,16.05086,15.1879,14.88924,17.02593,14.50884,18.83196,19.46019,20.56117,20.23878,21.08983,21.75798,22.26902,22.14993,20.84082,20.92183,21.12592,..,..,..,..,..
Moldova,MDA,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,..,58.65759,48.38778,45.35951,41.96968,37.52455,33.98538,31.79281,33.53573,23.28161,33.66119,33.57508,34.49786,34.33274,35.01029,37.76172,39.2921,39.82423,35.12246,35.48104,35.32156,..,..,..,..,..
Moldova,MDA,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,31.35281,..,..,..,..,..,..,28.19912,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,629095,623635,626283,609844,624646,617056,627136,644592,669053,694469,704717,713358,747957,747194,..,..,797021,794456,836080,830159,..,..,..,..,..,..
Netherlands,NLD,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,300252,300474,306238,300622,312159,305420,308441,316672,328981,341343,346958,352986,366897,364633,..,..,401416,401387,420663,416943,..,..,..,..,..,..
Netherlands,NLD,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,328843,323161,320045,309222,312487,311636,318695,327920,340072,353126,..,..,381060,382561,..,..,395605,393069,415417,413216,..,..,..,..,..,..
Netherlands,NLD,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,114.378,112.12182,111.24309,106.80636,107.97964,105.44253,106.1424,108.25783,111.1273,114.36841,115.47229,116.86596,123.0899,122.87637,..,..,132.79832,131.9565,137.93968,135.83533,..,..,..,..,..,..
